Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
Lady Selphy,Lost Cave,Persian,49,Pay Day,Bite,Taunt,Torment,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lady Selphy,,Persian,49,Pay Day,Scratch,Torment,Taunt,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 44,Five Isle Meadow,Rattata,48,Focus Energy,Pursuit,Super Fang,Endeavor,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 44,,Grimer,48,Minimize,Screech,Acid Armor,Sludge Bomb,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 44,,Muk,48,Minimize,Screech,Acid Armor,Sludge Bomb,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 45,Five Isle Meadow,Ekans,48,Stockpile,Swallow,Spit Up,Haze,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 45,,Gloom,48,Sleep Powder,Acid,Moonlight,Petal Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 45,,Gloom,48,Sleep Powder,Acid,Moonlight,Petal Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 46,Five Isle Meadow,Koffing,49,Memento,Haze,Smokescreen,Sludge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 46,,Weezing,49,Haze,Smokescreen,Sludge,Self Destruct,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Milo,Memorial Pillar,Pidgey,47,Wing Attack,Feather Dance,Agility,Mirror Move,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Milo,,Pidgeotto,49,Whirlwind,Wing Attack,Feather Dance,Agility,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Chaz,Memorial Pillar,Spearow,47,Aerial Ace,Mirror Move,Drill Peck,Agility,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Chaz,,Fearow,49,Pursuit,Mirror Move,Drill Peck,Agility,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Harold,Memorial Pillar,Hoothoot,47,Hypnosis,Reflect,Take Down,Confusion,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bird Keeper Harold,,Noctowl,49,Hypnosis,Reflect,Take Down,Confusion,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Edward,Water Path,Voltorb,46,Swift,Light Screen,Spark,Sonic Boom,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Edward,,Voltorb,46,Swift,Light Screen,Spark,Sonic Boom,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Edward,,Electrode,47,Swift,Spark,Self Destruct,Sonic Boom,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Juggler Edward,,Mr. Mime,48,Psychic,Role Play,Reflect,Encore,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Denise,Water Path,Chinchou,49,Confuse Ray,Take Down,Hydro Pump,Charge,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Denise,,Lanturn,49,Water Gun,Spark,Confuse Ray,Take Down,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Samir,Water Path,Gyarados,50,Twister,Hydro Pump,Rain Dance,Dragon Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Twins Miu & Mia,Water Path,Pikachu,50,Thunderbolt,Agility,Thunder,Light Screen,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Twins Miu & Mia,,Pikachu,50,Thunderbolt,Agility,Thunder,Light Screen,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Aroma Lady Rose,Water Path,Sunkern,49,Endeavor,Sunny Day,Synthesis,Giga Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Aroma Lady Rose,,Sunflora,49,Bullet Seed,Sunny Day,Petal Dance,Solar Beam,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Hiker Earl,Water Path,Onix,49,Dragon Breath,Sandstorm,Slam,Iron Tail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Hiker Earl,,Machoke,49,Revenge,Vital Throw,Submission,Cross Chop,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Cordell,Pattern Bush,Farfetchd,48,Swords Dance,Agility,Slash,False Swipe,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Cordell,,Farfetchd,48,Swords Dance,Agility,Slash,False Swipe,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Bethany,Pattern Bush,Chansey,50,Sing,Egg Bomb,Defense Curl,Light Screen,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Garret,Pattern Bush,Heracross,49,Brick Break,Counter,Take Down,Reversal,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lass Joana,Pattern Bush,Snubbull,49,Lick,Roar,Rage,Take Down,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Nash,Pattern Bush,Weepinbell,47,Stun Spore,Acid,Sweet Scent,Razor Leaf,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Nash,,Weepinbell,47,Stun Spore,Acid,Sweet Scent,Razor Leaf,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Youngster Nash,,Victreebel,49,Vine Whip,Sleep Powder,Sweet Scent,Razor Leaf,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Vance,Pattern Bush,Venonat,48,Stun Spore,Psybeam,Sleep Powder,Psychic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Vance,,Venomoth,48,Stun Spore,Gust,Psybeam,Sleep Powder,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Layton,Pattern Bush,Sandslash,48,Poison Sting,Slash,Swift,Fury Swipes,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Layton,,Onix,48,Dragon Breath,Sandstorm,Slam,Iron Tail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Layton,,Sandslash,48,Poison Sting,Slash,Swift,Fury Swipes,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Marcy,Pattern Bush,Paras,48,Spore,Slash,Growth,Giga Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Marcy,,Paras,48,Spore,Slash,Growth,Giga Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Picknicker Marcy,,Parasect,49,Leech Life,Spore,Slash,Growth,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Jonah,Pattern Bush,Yanma,45,Detect,Uproar,Wing Attack,Supersonic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Jonah,,Beedrill,45,Pursuit,Pin Missile,Agility,Endeavor,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Jonah,,Yanma,46,Detect,Uproar,Wing Attack,Supersonic,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Bug Catcher Jonah,,Beedrill,47,Pursuit,Pin Missile,Agility,Endeavor,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lass Dalia,Pattern Bush,Hoppip,46,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lass Dalia,,Hoppip,47,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lass Dalia,,Skiploom,47,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Lass Dalia,,Skiploom,48,Sleep Powder,Leech Seed,Cotton Spore,Mega Drain,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Allison,Pattern Bush,Clefairy,48,Cosmic Power,Moonlight,Light Screen,Meteor Mash,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Allison,,Clefairy,48,Cosmic Power,Moonlight,Light Screen,Meteor Mash,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemon Breeder Allison,,Clefable,48,Sing,Double Slap,Minimize,Metronome,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Camper Riley,Pattern Bush,Pinsir,49,Brick Break,Guillotine,Submission,Swords Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Camper Riley,,Heracross,50,Brick Break,Counter,Take Down,Reversal,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Jaclyn,Green Path,Natu,48,Night Shade,Confuse Ray,Future Sight,Wish,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Jaclyn,,Slowbro,48,Psychic,Headbutt,Amnesia,Yawn,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Jaclyn,,Kadabra,49,Psychic,Future Sight,Recover,Reflect,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Nicole,Outcast Island,Marill,50,Bubble Beam,Double Edge,Rain Dance,Hydro Pump,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Sis and Bro Ava & Geb,Outcast Island,Starmie,50,Rapid Spin,Recover,Swift,Confuse Ray,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Sis and Bro Ava & Geb,,Poliwhirl,50,Double Slap,Rain Dance,Body Slam,Belly Drum,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Mymo,Outcast Island,Kingler,49,Mud Shot,Stomp,Guillotine,Protect,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Swimmer Mymo,,Wartortle,49,Rapid Spin,Protect,Rain Dance,Skull Bash,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Tylor,Outcast Island,Qwilfish,49,Revenge,Take Down,Hydro Pump,Destiny Bond,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Fisherman Tylor,,Qwilfish,49,Revenge,Take Down,Hydro Pump,Destiny Bond,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 47,Outcast Island,Muk,48,Minimize,Screech,Acid Armor,Sludge Bomb,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 47,,Golbat,48,Wing Attack,Confuse Ray,Air Cutter,Mean Look,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Team Rocket Grunt 47,,Raticate,48,Hyper Fang,Scary Face,Pursuit,Super Fang,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Hiker Daryl,Ruin Valley,Sudowoodo,50,Rock Slide,Block,Feint Attack,Slam,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemaniac Hector,Ruin Valley,Rhyhorn,49,Scary Face,Rock Blast,Horn Drill,Take Down,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Pokemaniac Hector,,Kangaskhan,49,Rage,Endure,Dizzy Punch,Reversal,"{""hp"": 3, ""atk"": 3, ""def"": 3, ""spa"": 3, ""spd"": 3, ""spe"": 3}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Stanly,Ruin Valley,Graveler,48,Self Destruct,Rollout,Rock Blast,Earthquake,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Stanly,,Onix,48,Dragon Breath,Sandstorm,Slam,Iron Tail,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Stanly,,Graveler,48,Self Destruct,Rollout,Rock Blast,Earthquake,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Foster,Ruin Valley,Golem,50,Self Destruct,Rollout,Rock Blast,Earthquake,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Larry,Ruin Valley,Machoke,49,Revenge,Vital Throw,Submission,Cross Chop,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Ruin Maniac Larry,,Machoke,49,Revenge,Vital Throw,Submission,Cross Chop,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Rodette,Trainer Tower,Natu,48,Night Shade,Confuse Ray,Wish,Future Sight,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Rodette,,Drowzee,48,Psychic,Disable,Psych Up,Future Sight,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Rodette,,Hypno,50,Psychic,Hypnosis,Psych Up,Future Sight,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Psychic Dario,Trainer Tower,Girafarig,52,Crunch,Psybeam,Odor Sleuth,Agility,"{""hp"": 6, ""atk"": 6, ""def"": 6, ""spa"": 6, ""spd"": 6, ""spe"": 6}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Aroma Lady Miah,Canyon Entrance,Bellossom,50,Sweet Scent,Stun Spore,Magical Leaf,Petal Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
Aroma Lady Miah,,Bellossom,50,Sweet Scent,Stun Spore,Magical Leaf,Petal Dance,"{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}","{""hp"": 0, ""atk"": 0, ""def"": 0, ""spa"": 0, ""spd"": 0, ""spe"": 0}",Hardy
